gene	mean	median	longest_isoform	merged
ENSG00000224856.2_9	322	322	322	322
ENSG00000188677.15_11	2521	1580	5394	5910
ENSG00000279175.1_8	13454	13454	13454	13454
ENSG00000280434.1_9	14262	14262	14262	14262
ENSG00000138964.17_8	2192	2230	3488	4424
ENSG00000279933.1_9	4709	4709	4709	4709
ENSG00000280011.1_8	19071	19071	19071	19071
ENSG00000138944.8_9	6853	6853	6853	6853
ENSG00000220702.1_8	606	606	606	606
ENSG00000236079.1_9	452	452	452	452
ENSG00000232655.1_6	630	630	630	630
ENSG00000228807.1_5	223	223	223	223
ENSG00000279642.1_7	620	620	620	620
ENSG00000188636.4_11	5419	5419	5419	5419
ENSG00000215333.3_5	1283	1283	1283	1283
ENSG00000187012.11_6	618	666	865	1346
ENSG00000234300.1_10	500	500	500	500
ENSG00000231801.2_7	545	545	545	545
ENSG00000186654.21_15	1897	1857	2279	3103
ENSG00000248405.10_11	2028	2028	2043	2417
ENSG00000241484.10_13	1609	1615	1725	1729
ENSG00000056487.16_16	3738	3718	3976	4222
ENSG00000223730.1_10	882	882	925	925
ENSG00000230922.1_11	1633	1633	1633	1633
ENSG00000226328.8_11	2076	2076	2076	2076
ENSG00000273243.1_9	473	473	473	473
ENSG00000093000.19_7	3035	2059	5151	5454
ENSG00000273353.1_9	321	321	321	321
ENSG00000100364.19_15	2535	2623	6338	6942
ENSG00000221598.1	66	66	66	66
ENSG00000273287.2_10	1313	1313	1313	1313
ENSG00000213752.3_9	487	487	487	487
ENSG00000100373.10_7	855	855	1084	1084
ENSG00000100376.12_6	2651	2883	3458	4573
ENSG00000077935.17_8	3934	3934	4233	4253
ENSG00000128408.9_7	1489	1489	1489	1489
ENSG00000232363.1_10	545	545	545	545
ENSG00000077942.19_15	2477	2355	2904	4928
ENSG00000238120.2_10	537	537	537	537
ENSG00000251985.1	102	102	102	102
ENSG00000280383.1_9	23112	23112	23112	23112
ENSG00000130638.18_10	2331	3135	3294	3513
ENSG00000264160.1	75	75	75	75
ENSG00000235347.1_9	1219	1219	1219	1219
ENSG00000279954.1_8	3316	3316	3316	3316
ENSG00000235091.2_11	709	709	709	709
ENSG00000188064.10_16	2287	2243	3948	5080
ENSG00000265610.1	77	77	77	77
ENSG00000280424.1_7	4162	4162	4162	4162
ENSG00000273145.1_8	1207	1207	1207	1207
ENSG00000231711.2_10	493	493	493	493
ENSG00000289160.1_1	469	469	469	469
ENSG00000182257.8_8	2817	2817	2817	2817
ENSG00000273289.1_8	468	468	468	468
ENSG00000241990.5_10	877	877	877	877
ENSG00000197182.16_9	2588	2264	4560	5376
ENSG00000231010.1_10	1181	1181	1181	1181
ENSG00000235159.2_11	867	867	867	867
ENSG00000289044.2_2	737	737	737	737
ENSG00000266533.1	83	83	83	83
ENSG00000198986.1	74	74	74	74
ENSG00000264147.1	92	92	92	92
ENSG00000207875.1	83	83	83	83
ENSG00000186951.17_9	5838	5838	10118	10123
ENSG00000280384.1_8	2045	2045	2045	2045
ENSG00000205643.11_9	1489	1489	1541	1619
ENSG00000289858.1_1	1804	1804	1804	1804
ENSG00000130943.7_7	7681	7681	7681	7681
ENSG00000075234.17_9	1364	1364	2566	2617
ENSG00000277232.2_5	1518	1518	1518	1518
ENSG00000075218.19_7	2983	2983	2983	2983
ENSG00000100416.15_13	1555	1633	1651	2173
ENSG00000075275.18_15	9240	11559	11839	12039
ENSG00000230634.1_7	432	432	432	432
ENSG00000288754.1_1	1916	1916	1916	1916
ENSG00000234869.1_9	2949	2949	2949	2949
ENSG00000075240.17_7	3883	4315	4500	4554
ENSG00000100422.14_8	4442	4442	4442	4442
ENSG00000260708.2_9	672	672	672	672
ENSG00000054611.14_8	2758	2267	3934	4243
ENSG00000221672.1	73	73	73	73
ENSG00000280080.2_6	1951	1951	1951	1951
ENSG00000278881.2_6	1380	1380	1380	1380
ENSG00000280312.1_7	1642	1642	1642	1642
ENSG00000224715.1_8	4364	4364	4364	4364
ENSG00000218357.4_10	1175	1175	1175	1175
ENSG00000205634.7_9	4185	4185	4185	4185
ENSG00000224271.8_12	2191	1593	7915	23597
ENSG00000232897.2_10	740	740	740	740
ENSG00000279712.1_8	9537	9537	9537	9537
ENSG00000235154.1_10	372	372	372	372
ENSG00000278890.1_8	5630	5630	5630	5630
ENSG00000238192.1_10	498	498	498	498
ENSG00000229275.1_8	668	668	668	668
ENSG00000285707.1_6	2516	2516	2516	2516
ENSG00000266508.1	52	52	52	52
ENSG00000288540.1_4	2525	2525	2525	2525
ENSG00000285855.1_4	784	784	784	784
ENSG00000233179.1_8	568	568	568	568
ENSG00000287225.1_5	2040	2040	2040	2040
ENSG00000219438.9_12	1998	2524	2638	2925
ENSG00000281732.1_10	1037	1037	1408	1408
ENSG00000266887.1	59	59	59	59
ENSG00000251912.1	85	85	85	85
ENSG00000205632.4_8	3875	3875	4015	5286
ENSG00000286381.1_6	3805	3805	3805	3805
ENSG00000285623.1_6	988	988	988	988
ENSG00000226142.2_7	337	337	337	337
ENSG00000280199.1_8	1880	1880	1880	1880
ENSG00000285722.1_5	2339	2339	2339	2339
ENSG00000188511.14_10	2202	2197	2816	6015
ENSG00000280224.1_8	1018	1018	1018	1018
ENSG00000279597.1_8	865	865	865	865
ENSG00000264139.1	74	74	74	74
ENSG00000212939.2_8	3894	3894	3894	3894
ENSG00000213279.2_11	2379	2379	2379	2379
ENSG00000235111.1_11	2975	2975	2975	2975
ENSG00000288834.2_2	861	861	861	861
ENSG00000286393.1_5	1837	1837	1837	1837
ENSG00000226954.1_10	3775	3775	3775	3775
ENSG00000223142.1	327	327	327	327
ENSG00000214727.2_7	816	816	816	816
ENSG00000100425.19_12	4708	4762	4997	5555
ENSG00000279345.1_8	1757	1757	1757	1757
ENSG00000236867.1_7	465	465	465	465
ENSG00000260613.2_11	1594	1594	1594	1594
ENSG00000229409.1_7	162	162	162	162
ENSG00000279494.1_11	1940	1940	1940	1940
ENSG00000100426.7_7	6893	6893	6893	6893
ENSG00000182858.14_11	5330	5330	5330	5330
ENSG00000273192.1_8	2349	2349	2349	2349
ENSG00000184164.15_11	1369	1335	1577	1578
ENSG00000278869.2_9	2081	2081	2081	2081
ENSG00000198355.5_6	2102	2102	2102	2102
ENSG00000188263.11_9	6473	6473	6507	6507
ENSG00000138892.12_12	2651	2651	2651	2651
ENSG00000100427.16_8	3529	3529	3601	3673
ENSG00000073146.17_13	2956	3763	3957	5679
ENSG00000280395.1_9	3693	3693	3693	3693
ENSG00000073150.14_13	3008	3008	3052	3052
ENSG00000170638.10_9	2108	2238	2329	2397
ENSG00000273188.1_8	679	679	679	679
ENSG00000273253.2_12	1001	1001	1001	1001
ENSG00000073169.15_12	2283	2283	2283	2283
ENSG00000272836.1_8	478	478	478	478
ENSG00000273137.1_11	640	640	640	640
ENSG00000128159.12_12	6072	6072	6078	6130
ENSG00000288871.2_2	2378	2378	2378	2378
ENSG00000100429.18_9	2314	2350	2607	2707
ENSG00000188130.14_9	1405	1618	1779	2080
ENSG00000185386.15_8	2418	2418	2418	2418
ENSG00000196576.16_10	6396	6396	6409	6409
ENSG00000205593.12_9	4891	4891	4891	4891
ENSG00000227484.1_8	531	531	531	531
ENSG00000279182.1_8	991	991	991	991
ENSG00000100239.16_16	3628	3415	4094	4419
ENSG00000242463.2	285	285	285	285
ENSG00000238604.1	101	101	101	101
ENSG00000100241.22_16	6493	6179	8669	8777
ENSG00000128165.9_6	4244	4244	4276	4289
ENSG00000100253.13_7	1456	1658	1689	1796
ENSG00000100258.18_12	2625	2625	2658	2678
ENSG00000025770.19_14	2199	2036	3337	3840
ENSG00000284194.3_11	1011	997	1068	1381
ENSG00000272821.1_9	855	855	855	855
ENSG00000025708.14_17	1634	1614	1751	1805
ENSG00000177989.14_14	840	870	954	1064
ENSG00000273272.2_11	794	794	794	794
ENSG00000289947.1_1	357	357	357	357
ENSG00000272666.1_8	602	602	602	602
ENSG00000130487.9_10	4057	4057	5125	5125
ENSG00000217442.4_8	402	402	462	489
ENSG00000205560.13_9	2489	2603	2662	2969
ENSG00000254413.8_8	2816	2816	2816	2816
ENSG00000100288.20_8	1474	1474	1474	1474
ENSG00000205559.5_9	1919	2178	2380	3539
ENSG00000272940.1_9	448	448	448	448
ENSG00000008735.14_7	5699	5699	5699	5699
ENSG00000100299.18_8	2316	1895	4294	4315
ENSG00000289244.2_2	1429	1429	1429	1429
ENSG00000212569.1	98	98	98	98
ENSG00000286508.1_6	239	239	239	239
ENSG00000251322.11_10	4592	5670	7174	7886
ENSG00000206841.1	104	104	104	104
ENSG00000225929.1_10	2030	2030	2030	2030
ENSG00000100312.11_6	1069	1069	1430	1567
ENSG00000254499.1_10	284	284	284	284
ENSG00000213683.4_7	760	760	760	760
ENSG00000291064.1_1	1230	1112	3083	4735
ENSG00000079974.19_13	2183	2255	2597	4962
ENSG00000184319.19_11	469	469	469	469
ENSG00000228572.7_9	259	259	259	259
ENSG00000182378.15_11	5302	5302	5318	5391
ENSG00000178605.14_8	1177	1177	1177	1177
ENSG00000226179.6_7	428	428	428	428
ENSG00000167393.18_11	2378	2378	2378	2378
ENSG00000281849.3_12	484	484	484	484
ENSG00000280767.3_10	515	515	515	515
ENSG00000266731.1	101	101	101	101
ENSG00000234958.6_5	328	328	328	328
ENSG00000229232.6_5	117	117	117	117
ENSG00000185960.15_8	3748	2854	7934	9145
ENSG00000237531.6_8	588	588	588	588
ENSG00000225661.7_7	730	730	730	730
ENSG00000205755.13_9	723	723	782	782
ENSG00000198223.18_12	1601	1628	2291	2892
ENSG00000264510.1	74	74	74	74
ENSG00000264819.1	74	74	74	74
ENSG00000263980.1	75	75	75	75
ENSG00000265658.1	75	75	75	75
ENSG00000263835.1	75	75	75	75
ENSG00000223274.6_2	120	120	120	120
ENSG00000265350.1	314	314	314	314
ENSG00000185291.12_6	1508	1508	1541	1710
ENSG00000169100.14_8	1451	1451	1451	1451
ENSG00000236871.7_8	363	363	370	592
ENSG00000236017.8_9	637	637	840	949
ENSG00000169093.16_9	2049	2048	2065	2230
ENSG00000182162.11_9	4267	4267	4267	4267
ENSG00000197976.12_6	2693	2693	3199	4070
ENSG00000196433.13_10	1135	1087	1330	1330
ENSG00000289620.2_2	404	404	404	404
ENSG00000223511.7_11	540	540	636	1001
ENSG00000234622.6_8	548	548	548	548
ENSG00000169084.15_11	2579	2579	2579	2579
ENSG00000223571.6_9	651	651	651	651
ENSG00000214717.12_10	4086	4502	4510	4764
ENSG00000289007.2_2	1677	1677	1677	1677
ENSG00000291040.1_3	1244	991	2788	4515
ENSG00000223773.10_10	561	561	561	561
ENSG00000230542.6_8	1340	1340	1340	1340
ENSG00000002586.20_16	949	918	1243	2070
ENSG00000124343.14_12	1710	1564	2943	2943
ENSG00000251848.1	81	81	81	81
ENSG00000056998.21_15	2626	3192	3393	3393
ENSG00000235483.1_9	515	515	515	515
ENSG00000006756.16_8	5145	5145	5145	5145
ENSG00000229851.1_7	816	816	816	816
ENSG00000157399.17_17	2187	2219	2976	3790
ENSG00000205667.3_4	2482	2482	2482	2482
ENSG00000062096.15_6	2078	2078	2165	2205
ENSG00000239228.2	280	280	280	280
ENSG00000230249.1_9	386	386	386	386
ENSG00000228459.5_9	1865	2282	2458	3272
ENSG00000101825.8_8	9804	9804	9804	9804
ENSG00000213487.3_5	1234	1234	1234	1234
ENSG00000212214.1	135	135	135	135
ENSG00000207435.1	105	105	105	105
ENSG00000183943.6_8	6102	6102	6102	6102
ENSG00000207332.1	108	108	108	108
ENSG00000207320.1	113	113	113	113
ENSG00000236188.1_7	516	516	516	516
ENSG00000182888.5_9	452	452	452	452
ENSG00000285756.2_8	2335	2670	3629	10359
ENSG00000286431.1_3	3009	3009	3009	3009
ENSG00000225722.1_7	474	474	474	474
ENSG00000264861.1	79	79	79	79
ENSG00000236513.1_10	1184	1184	1184	1184
ENSG00000222834.1	122	122	122	122
ENSG00000235039.1_5	522	522	522	522
ENSG00000226313.1_5	1134	1134	1134	1134
ENSG00000238193.1_7	1415	1415	1415	1415
ENSG00000201660.1	130	130	130	130
ENSG00000236120.7_12	974	974	1320	1920
ENSG00000146938.16_16	4810	5454	5865	6718
ENSG00000252291.1	106	106	106	106
ENSG00000265284.1	58	58	58	58
ENSG00000237730.1_7	610	610	610	610
ENSG00000169059.13_11	901	901	995	995
ENSG00000130021.15_15	1363	1355	2103	2294
ENSG00000237490.3_5	455	455	455	455
ENSG00000228550.1_7	400	400	400	400
ENSG00000101846.9_12	5632	6534	6622	8707
ENSG00000264268.1	78	78	78	78
ENSG00000279682.1_7	1541	1541	1541	1541
ENSG00000182583.13_8	765	774	967	967
ENSG00000274923.1_7	209	209	209	209
ENSG00000006757.12_9	2884	2752	3342	3396
ENSG00000285679.2_6	1291	1291	1293	2512
ENSG00000207628.1	97	97	97	97
ENSG00000177504.10_8	815	815	815	815
ENSG00000205642.11_13	1175	1175	1175	1175
ENSG00000287171.1_5	4076	4076	4076	4076
ENSG00000011201.12_9	6265	6265	6265	6265
ENSG00000225574.1_7	948	948	948	948
ENSG00000183304.10_6	1531	1531	1544	1590
ENSG00000231619.1_7	395	395	395	395
ENSG00000229012.1_10	466	466	466	466
ENSG00000285896.1_7	909	909	909	909
ENSG00000225271.1_7	2081	2081	2081	2081
ENSG00000177138.17_9	1608	1533	2103	3048
ENSG00000200852.1_2	119	119	119	119
ENSG00000219870.2_7	222	222	222	222
ENSG00000228543.1_8	1715	1715	1715	1715
ENSG00000232111.2_9	1600	1600	1600	1600
ENSG00000282306.1_7	778	778	778	778
ENSG00000282501.1_7	754	754	754	754
ENSG00000282358.1_7	757	757	757	757
ENSG00000282668.1_7	778	778	778	778
ENSG00000282299.1_7	754	754	754	754
ENSG00000282697.1_7	754	754	754	754
ENSG00000282222.1_7	757	757	757	757
ENSG00000281955.1_7	778	778	778	778
ENSG00000281941.1_7	751	751	751	751
ENSG00000282300.1_7	754	754	754	754
ENSG00000101849.18_15	4989	5177	7061	8333
ENSG00000101850.13_9	1645	1645	1645	1645
ENSG00000146950.13_6	6044	6044	7474	7628
ENSG00000215319.2_5	1231	1231	1231	1231
ENSG00000230326.1_5	451	451	451	451
ENSG00000206844.1	101	101	101	101
ENSG00000234469.4_4	995	995	995	995
ENSG00000047644.20_6	6949	6949	6949	6949
ENSG00000225076.1_9	578	578	578	578
ENSG00000202469.1	102	102	102	102
ENSG00000073464.13_11	3746	2999	6759	6783
ENSG00000222133.1	102	102	102	102
ENSG00000227042.1_8	611	611	611	611
ENSG00000101871.18_13	4578	4723	6393	8592
ENSG00000291314.1_1	888	888	888	888
ENSG00000207202.1	103	103	103	103
ENSG00000234129.10_13	1549	1596	2141	4483
ENSG00000004961.15_6	1863	2277	2312	2343
ENSG00000207151.1	102	102	102	102
ENSG00000047648.23_13	3872	3883	5336	7225
ENSG00000275194.1_8	330	330	330	330
ENSG00000125363.14_4	788	793	835	835
ENSG00000263652.1	73	73	73	73
ENSG00000232392.1_9	1190	1190	1190	1190
ENSG00000282840.1_11	1893	1893	1893	1893
ENSG00000223418.1_7	1468	1468	1468	1468
ENSG00000005302.19_17	2301	2240	3595	6802
ENSG00000169933.17_15	6904	8120	8465	9588
ENSG00000206792.1	103	103	103	103
ENSG00000252111.1	84	84	84	84
ENSG00000206795.1	113	113	113	113
ENSG00000223487.1_9	285	285	285	285
ENSG00000231211.2_5	411	411	411	411
ENSG00000273800.1_7	112	112	112	112
ENSG00000271814.1	195	195	195	195
ENSG00000101911.13_10	1526	1348	2469	2707
ENSG00000229083.1_5	686	686	686	686
ENSG00000230691.1_5	566	566	566	566
ENSG00000196664.5_6	5003	5003	5003	5003
ENSG00000233338.1_9	1349	1349	1349	1349
ENSG00000101916.12_8	3791	3791	4216	4353
ENSG00000288817.1_1	689	689	689	689
ENSG00000205542.11_6	896	694	1702	1703
ENSG00000187268.12_12	3432	3361	5858	5859
ENSG00000289596.1_1	655	655	655	655
ENSG00000289959.1_1	1477	1477	1477	1477
ENSG00000261030.1_8	914	914	914	914
ENSG00000235385.3_10	1514	1514	1514	1514
ENSG00000231216.1_8	2249	2249	2249	2249
ENSG00000123594.7_9	1407	1407	1407	1407
ENSG00000235592.1_9	739	739	739	739
ENSG00000226985.7_8	1615	1551	2775	5092
ENSG00000197582.5_5	606	606	606	606
ENSG00000198759.12_14	2394	2394	2403	2406
ENSG00000233357.2_7	321	321	321	321
ENSG00000199622.1	313	313	313	313
ENSG00000176896.9_12	2743	2816	3266	3569
ENSG00000123595.8_7	1385	1385	2034	2034
ENSG00000196459.15_8	1915	2716	2906	3203
ENSG00000046651.16_12	3454	3454	3612	3612
ENSG00000046653.15_13	2250	1751	4474	5224
ENSG00000289449.1_1	625	625	625	625
ENSG00000233535.1_8	696	696	696	696
ENSG00000212663.2_10	544	544	544	544
ENSG00000046647.14_11	2279	2414	3170	3397
ENSG00000264331.1	101	101	101	101
ENSG00000233247.3_7	547	547	547	547
ENSG00000101958.14_12	3208	3208	3208	3276
ENSG00000181544.16_12	3796	3229	6212	10197
ENSG00000221278.1	143	143	143	143
ENSG00000231066.3_8	844	844	844	844
ENSG00000130150.12_10	2276	1870	4183	4879
ENSG00000235929.1_5	505	505	505	505
ENSG00000236929.2_9	332	332	332	332
ENSG00000102048.16_8	1706	1632	1947	2023
ENSG00000288980.1_1	1783	1783	1783	1783
ENSG00000165192.14_11	2577	2748	2815	3006
ENSG00000165195.16_10	2277	2113	3626	3670
ENSG00000165197.5_11	2069	2069	2069	2069
ENSG00000087842.11_8	1406	1406	1539	1539
ENSG00000102010.15_6	2546	2543	2598	2824
ENSG00000130234.13_14	4826	3339	7587	9399
ENSG00000285602.1_9	3666	3666	3666	3666
ENSG00000225833.1_11	574	574	574	574
ENSG00000147003.7_10	1463	1463	1574	1783
ENSG00000237539.1_9	611	611	611	611
ENSG00000290746.1_3	787	654	1264	1869
ENSG00000186312.11_9	1064	1064	1064	1064
ENSG00000169239.14_8	6837	6837	6837	6837
ENSG00000279413.1_4	642	642	642	642
ENSG00000200620.1	139	139	139	139
ENSG00000288680.1_3	191	191	191	191
ENSG00000281371.1_6	1874	1874	1874	1874
ENSG00000169249.14_6	1695	1479	2862	3594
ENSG00000182287.15_18	2128	2128	3492	5195
ENSG00000289237.2_2	288	288	288	288
ENSG00000200566.1	115	115	115	115
ENSG00000226536.1_5	337	337	337	337
ENSG00000126010.6_6	2417	2417	2417	2417
ENSG00000238178.7_11	965	965	1037	1361
ENSG00000182798.10_7	1406	1406	1434	1611
ENSG00000215313.3_5	862	862	862	862
ENSG00000252648.1	85	85	85	85
ENSG00000238623.1	97	97	97	97
ENSG00000235071.1_7	999	999	999	999
ENSG00000239333.2	301	301	301	301
ENSG00000047230.15_10	3932	3953	4319	4873
ENSG00000265144.1	74	74	74	74
ENSG00000169906.5_4	455	455	455	455
ENSG00000169895.6_6	6153	6153	6153	6153
ENSG00000238709.1	62	62	62	62
ENSG00000086712.13_7	4180	4180	4362	4396
ENSG00000230180.1_5	121	121	121	121
ENSG00000102054.18_8	2073	2036	2281	2674
ENSG00000222736.1	122	122	122	122
ENSG00000223498.1_9	871	871	871	871
ENSG00000199410.1	103	103	103	103
ENSG00000169891.18_10	7874	7874	7978	7978
ENSG00000201467.1	132	132	132	132
ENSG00000214322.3_5	458	458	458	458
ENSG00000214321.3_5	457	457	457	457
ENSG00000238764.1	104	104	104	104
ENSG00000188158.17_14	8545	8487	9044	9352
ENSG00000265465.1	74	74	74	74
ENSG00000235834.1_9	1554	1554	1554	1554
ENSG00000230020.1_9	366	366	366	366
ENSG00000226153.1_7	353	353	353	353
ENSG00000047634.15_12	2775	2767	2887	2937
ENSG00000227873.1_8	394	394	394	394
ENSG00000131831.18_13	2267	2317	2421	2622
ENSG00000276467.1_8	2623	2623	2623	2623
ENSG00000225066.1_7	1475	1475	1475	1475
ENSG00000225882.1_15	708	708	708	708
ENSG00000177324.14_9	3276	3276	4614	4640
ENSG00000102098.19_10	2336	1514	4162	4327
ENSG00000235211.4_7	131	131	131	131
ENSG00000207025.1	102	102	102	102
ENSG00000008086.13_13	8000	3823	14695	16473
ENSG00000236187.1_5	1042	1042	1042	1042
ENSG00000102104.9_7	3031	3031	3031	3031
ENSG00000086717.19_10	2770	2670	3204	4045
ENSG00000237221.1_9	430	430	430	430
ENSG00000196564.4_7	744	744	744	744
ENSG00000223018.1	145	145	145	145
ENSG00000224224.1_5	784	784	784	784
ENSG00000237836.6_9	1123	1123	1591	1924
ENSG00000044446.12_8	5077	5077	5077	5077
ENSG00000266710.1	289	289	289	289
ENSG00000286724.1_3	1954	1766	2723	4526
ENSG00000173698.18_13	4572	4681	4803	4853
ENSG00000131828.14_8	2987	3330	3463	3602
ENSG00000180815.15_7	4879	4879	4879	4879
ENSG00000202144.1	102	102	102	102
ENSG00000275800.1_7	1035	1035	1035	1035
ENSG00000147010.19_11	4104	4316	4751	5453
ENSG00000173681.17_13	6725	6725	6769	6769
ENSG00000206663.1	102	102	102	102
ENSG00000184368.16_11	3175	3203	4062	4164
ENSG00000264566.1	100	100	100	100
ENSG00000173674.11_8	2589	2589	4414	4414
ENSG00000201882.1	70	70	70	70
ENSG00000201592.1	80	80	80	80
ENSG00000225037.1_7	378	378	378	378
ENSG00000177189.14_18	3616	3034	7987	8963
ENSG00000283631.1_10	632	632	632	632
ENSG00000283400.1_8	567	567	567	567
ENSG00000252978.1	324	324	324	324
ENSG00000283380.1_10	1678	1866	2221	5730
ENSG00000283546.1_8	708	708	708	708
ENSG00000206716.1	107	107	107	107
ENSG00000149970.16_18	4933	5042	6590	13529
ENSG00000231913.1_5	473	473	473	473
ENSG00000266822.1	92	92	92	92
ENSG00000288832.1_1	1647	1647	1647	1647
ENSG00000185915.5_6	3641	3641	3641	3641
ENSG00000091482.8_10	826	826	885	1222
ENSG00000012174.12_9	4451	4451	4457	7852
ENSG00000275681.1_7	168	168	168	168
ENSG00000230797.3_7	2754	2754	2754	2754
ENSG00000206639.1	102	102	102	102
ENSG00000271286.1_7	700	700	700	700
ENSG00000102172.16_8	1438	1438	1703	1703
ENSG00000102174.10_8	4208	4208	6288	6524
ENSG00000265868.1	281	281	281	281
ENSG00000224204.1_9	1906	1906	1906	1906
ENSG00000289084.1_2	637	637	718	1135
ENSG00000233067.2	718	718	718	718
ENSG00000175809.6_7	1549	1549	1549	1549
ENSG00000224396.1_5	1221	1221	1221	1221
ENSG00000201095.1	107	107	107	107
ENSG00000231011.1_7	400	400	400	400
ENSG00000265819.1	86	86	86	86
ENSG00000237019.1_8	382	382	382	382
ENSG00000184735.7_7	3630	3630	3630	3630
ENSG00000174028.6_4	681	681	681	681
ENSG00000221786.1	74	74	74	74
ENSG00000228610.1_5	352	352	352	352
ENSG00000165186.12_7	12883	12883	12883	12883
ENSG00000226774.1_7	438	438	438	438
ENSG00000238327.1	103	103	103	103
ENSG00000123131.13_6	904	904	956	1312
ENSG00000123130.17_13	2361	2221	4318	5622
ENSG00000263425.1	110	110	110	110
ENSG00000233785.1_10	672	672	672	672
ENSG00000202272.1	101	101	101	101
ENSG00000130066.17_3	958	958	1049	1049
ENSG00000288706.1_2	90	90	90	90
ENSG00000184831.14_10	1122	1122	1122	1122
ENSG00000238103.4_5	580	580	580	580
ENSG00000165182.12_10	1586	1586	1624	1672
ENSG00000174010.10_10	5367	6277	6488	6771
ENSG00000130741.11_6	3457	3457	3457	3457
ENSG00000201407.1	132	132	132	132
ENSG00000234230.1_9	417	417	417	417
ENSG00000005889.16_9	6478	7513	7612	7941
ENSG00000289472.1_1	951	951	951	951
ENSG00000264184.1	133	133	133	133
ENSG00000223611.7_9	5860	5860	5860	5860
ENSG00000264746.1	98	98	98	98
ENSG00000223731.4_8	4977	4977	7201	7201
ENSG00000225071.1_7	348	348	348	348
ENSG00000067992.17_12	7230	7230	12720	13074
ENSG00000214124.3_5	238	238	238	238
ENSG00000265506.1	101	101	101	101
ENSG00000102230.14_12	4051	5307	5558	5666
ENSG00000226222.3_9	345	345	345	345
ENSG00000236836.1_7	275	275	275	275
ENSG00000236487.2_10	416	416	416	416
ENSG00000101868.13_11	4442	5440	5487	6179
ENSG00000264224.1	70	70	70	70
ENSG00000251869.1	130	130	130	130
ENSG00000232472.1_5	678	678	678	678
ENSG00000004848.8_14	2893	2893	2893	2893
ENSG00000214111.3_9	691	691	691	691
ENSG00000240439.2	289	289	289	289
ENSG00000176812.7_7	827	827	827	827
ENSG00000212075.1	91	91	91	91
ENSG00000229310.1_5	456	456	456	456
ENSG00000228519.3_7	606	606	606	606
ENSG00000233403.1_8	550	550	550	550
ENSG00000176774.6_7	1812	1812	1812	1812
ENSG00000232446.1_7	508	508	508	508
ENSG00000232030.4_9	1810	1810	1810	1810
ENSG00000227511.1_7	862	862	862	862
ENSG00000176746.6_5	1949	1949	1949	1949
ENSG00000232644.1_7	606	606	606	606
ENSG00000188408.5_7	1216	1216	1216	1216
ENSG00000237171.1_7	756	756	756	756
ENSG00000228464.1_7	650	650	650	650
ENSG00000231388.1_8	1624	1624	1624	1624
ENSG00000259849.2_5	1126	1126	1597	2253
ENSG00000236160.1_7	217	217	217	217
ENSG00000216938.3_5	758	758	758	758
ENSG00000236683.3_5	1062	1062	1062	1062
ENSG00000252491.1	145	145	145	145
ENSG00000242021.2_12	488	488	673	887
ENSG00000228933.8_12	1283	1153	1879	5488
ENSG00000233807.1_7	548	548	548	548
ENSG00000252486.1	117	117	117	117
ENSG00000235642.1_5	455	455	455	455
ENSG00000224960.5_11	3135	3135	3135	3135
ENSG00000223391.2_9	111	111	111	111
ENSG00000238247.2_9	1545	1545	1545	1545
ENSG00000189186.11_7	2749	2749	3485	3514
ENSG00000177689.10_5	1671	1671	1953	1953
ENSG00000229731.1_7	1018	1018	1018	1018
ENSG00000226199.1_8	1030	1030	1030	1030
ENSG00000232834.1_8	352	352	352	352
ENSG00000228345.2_8	1031	1031	1031	1031
ENSG00000233243.1_7	457	457	457	457
ENSG00000224589.1_7	712	712	712	712
ENSG00000226372.4_8	3458	3458	3458	3458
ENSG00000263509.1	99	99	99	99
ENSG00000223742.1_10	756	756	756	756
ENSG00000169306.11_9	3615	3615	3615	3615
ENSG00000226436.1_7	405	405	405	405
ENSG00000201666.1	70	70	70	70
ENSG00000237994.1_9	465	465	465	465
ENSG00000201356.1_2	119	119	119	119
ENSG00000227393.1_7	845	845	845	845
ENSG00000264090.1	81	81	81	81
ENSG00000227592.1_5	722	722	722	722
ENSG00000270794.1_7	787	787	787	787
ENSG00000099399.6_7	1607	1607	1607	1607
ENSG00000198798.6_6	1608	1608	2087	2087
ENSG00000120289.12_11	2188	2188	2188	2188
ENSG00000214107.9_11	1799	1798	1881	1994
ENSG00000276940.1_5	305	305	305	305
ENSG00000169297.8_8	1144	1144	1813	1995
ENSG00000266257.1	94	94	94	94
ENSG00000120280.6_9	1792	1792	1792	1792
ENSG00000178556.8_5	240	240	240	240
ENSG00000232368.1_7	528	528	528	528
ENSG00000198814.14_13	3028	3672	4515	4784
ENSG00000229331.1_7	397	397	397	397
ENSG00000241886.1_9	562	562	562	562
ENSG00000243055.1_9	651	651	651	651
ENSG00000277876.1_10	1211	1211	1211	1211
ENSG00000157625.16_12	5817	6451	6671	6854
ENSG00000231542.1_9	245	245	245	245
ENSG00000235512.1_9	292	292	292	292
ENSG00000132446.7_8	809	809	809	809
ENSG00000198947.18_18	5413	4567	13992	20317
ENSG00000252903.1	106	106	106	106
ENSG00000285900.1_4	2089	2089	2089	2089
ENSG00000222922.1_2	112	112	112	112
ENSG00000236285.1_5	837	837	837	837
ENSG00000289215.1_1	2574	2574	2574	2574
ENSG00000263600.1	97	97	97	97
ENSG00000221348.1	86	86	86	86
ENSG00000236828.1_7	293	293	293	293
ENSG00000238969.1	99	99	99	99
